,phraseNumber,speaker,emotion,transcript
3295,75,SM0,sadness,Moja teściowa czasem przyjeżdża do nas w weekend.
3296,76,SM0,sadness,Woda jest podstawowym składnikiem życia na Ziemi.
3297,77,SM0,sadness,Marzec kojarzy się z wiosennymi promieniami słońca.
3298,78,SM0,sadness,Moim ulubionym sosem do pizzy jest sos czosnkowy.
3299,79,SM0,sadness,Mleko jest źródłem wapnia i innych składników odżywczych.
3300,8,SM0,sadness,Moja ciocia jest bardzo pomocna.
3301,80,SM0,sadness,Do dzisiejszego obiadu potrzebuję małego garniczka.
3302,81,SM0,sadness,W lipcu wyjeżdżam z godziną na wakacje nad morze.
3303,82,SM0,sadness,Czerwiec kojarzy się z zakończeniem roku szkolnego.
3304,83,SM0,sadness,Ten zrzebak jest wychowany zgodnie z najlepszymi standardami.
3305,84,SM0,sadness,Kontrzwierdzenie za udzieloną pożyczkę było bardzo wysokie.
3306,85,SM0,sadness,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe."
3307,86,SM0,sadness,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.
3308,87,SM0,sadness,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.
3309,88,SM0,sadness,Jabłko jest bogatym źródłem witamin i składników odżywczych.
3310,89,SM0,sadness,Dopełniacz jest jednym z przypadków gramatycznych w języku polskim
3311,9,SM0,sadness,Piłka nożna to moja pasja.
3312,90,SM0,sadness,Choroba gregoriańska jest wykonywana podczas uroczystych nabożeństw.
3313,1,SM0,surprised,Lubię czytać przed snem!
3314,10,SM0,surprised,Kupiłem nową szafę do sypialni.
3315,11,SM0,surprised,Nie zachowuj się jak żigolak!
3316,12,SM0,surprised,Mój teść zawsze służy radą.
3317,13,SM0,surprised,Interesuje mnie historia Polski.
3318,14,SM0,surprised,Ten miesiąc minął bardzo szybko.
3319,15,SM0,surprised,Spogadycznie chodzę na siłownie.
3320,16,SM0,surprised,- Gacja - ten pomysł jest najlepszy.
3321,17,SM0,surprised,- Chcę przeczytać ten artykuł jeszcze raz!
3322,18,SM0,surprised,Kwiecień to czwarty miesiąc w roku.
3323,19,SM0,surprised,W wolnym czasie lubię czytać książki.
3324,2,SM0,surprised,Nie waźmy się ze sobą.
3325,20,SM0,surprised,Zima to czas jeżdżenia na sankach.
3326,21,SM0,surprised,Egipcjanie uważali ibisy za święte.
3327,22,SM0,surprised,"Piesek wszedł do rzeki, żeby popływać."
3328,23,SM0,surprised,Woda w basenie jest bardzo ciepła.
3329,24,SM0,surprised,Miasto tętni życiem nawet w nocy.
3330,25,SM0,surprised,Gorzka czekolada jest idealna na deser.
3331,26,SM0,surprised,Ten gen potrafi spełniać życzenia.
3332,27,SM0,surprised,W niedzielę szkoła jest zamknięta.
3333,28,SM0,surprised,Podczas medytacji można wejść w trans.
3334,29,SM0,surprised,W październiku zaczyna się jesień.
3335,3,SM0,surprised,Chodźmy w Tanyago!
3336,30,SM0,surprised,Każdy taniec ma swój własny rytm.
3337,31,SM0,surprised,Dokarmcie koty wychodząc z domu.
3338,32,SM0,surprised,"Pamiętaj, że nadzieja umiera ostatnio."
3339,33,SM0,surprised,Po operacji nie mam żadnych blizn.
3340,34,SM0,surprised,Pan Janek jest naszym nowym sąsiadem.
3341,35,SM0,surprised,Aby upiec ciasto muszę kupić mączkę.
3342,36,SM0,surprised,Ten pomysł trąci brakiem realizmu.
3343,37,SM0,surprised,Relaksujące piosenki poprawiają nastrój.
3344,38,SM0,surprised,Ród Smoka to serial telewizyjny.
3345,39,SM0,surprised,Siwa oznacza żałoby po zmarłym.
3346,4,SM0,surprised,Dzieci muszą dużo jeść.
3347,40,SM0,surprised,W dzieciństwie uwielbiałem klerdy.
3348,41,SM0,surprised,W parku rośnie ogromne drzewo.
3349,42,SM0,surprised,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie."
3350,43,SM0,surprised,Niania odegrała w moim życiu ważną rolę.
3351,44,SM0,surprised,"Tęsknota to uczucie, które każdy z nas zna."
3352,45,SM0,surprised,Postanowiłem wynająć samochód na wakacje.
3353,46,SM0,surprised,Żółwica to dawne określenie na siostrę męża.
3354,47,SM0,surprised,Król był bardzo sprawiedliwym człowiekiem.
3355,48,SM0,surprised,Moja dziewczyna świętuje urodziny w sobotę!
3356,49,SM0,surprised,"Niektórzy powiedzą, że to państwo z kartonu."
3357,5,SM0,surprised,Przestań go jeudzić!
3358,50,SM0,surprised,W muzeum można zobaczyć szkielet dinozaura.
3359,51,SM0,surprised,Strzelec to znak zadiaku następujący po skorpionie.
3360,52,SM0,surprised,Na złamaną kończynę często zakłada się gips.
3361,53,SM0,surprised,"Kittel to strój, który noszą lekarze."
3362,54,SM0,surprised,W grudniu często pada śnieg.
3363,55,SM0,surprised,Chodzę do szkoły prawie codziennie.
3364,56,SM0,surprised,Moje dziecko umie już mówić kilka słów.
3365,57,SM0,surprised,"Jedz inaczej, aby polepszyć swoje zdrowie."
3366,58,SM0,surprised,Otrzymałem piękną pocztówkę z widokiem na górę.
3367,59,SM0,surprised,Kupiłem nowy słownik języka hiszpańskiego.
3368,6,SM0,surprised,"Dziunia, nie jesteś moim szefem!"
3369,60,SM0,surprised,Podczas wakacji udało mi się zobaczyć delfinę.
3370,61,SM0,surprised,Zupa to moje ulubione danie.
3371,62,SM0,surprised,Twoje słowo ma dla mnie olbrzymie znaczenie.
3372,63,SM0,surprised,Moja wizja na przyszłość jest jasna i wyraźna.
3373,64,SM0,surprised,Ucho wykrywać dźwięki o różnej częstotliwości.
3374,65,SM0,surprised,Podczas remontu odkryliśmy staro-dawny mur.
3375,66,SM0,surprised,Rytent jest jednym z pierwiastków chemicznych.
3376,67,SM0,surprised,Miłość jest jednym z najpiękniejszych uczuć.
3377,68,SM0,surprised,Zamek w Malborku jest jednym z najpiękniejszych w Polsce.
3378,69,SM0,surprised,Przez most na rzece można szybko dotrzeć do miasta.
3379,7,SM0,surprised,Życie jest pełne niespodzianek.
3380,70,SM0,surprised,Człowiek zaczyna umierać już w momencie narodzin.
3381,71,SM0,surprised,Baza wojskowa jest strategicznym punktem dla armii.
3382,72,SM0,surprised,Bastion był kiedyś ważnym elementem obrony miasta.
3383,73,SM0,surprised,Zawsze stawiam przed rzeczownikami właściwego rodzajnika.
3384,74,SM0,surprised,"Ta liczba wydaje się być błędna, sprawdź jeszcze raz."
3385,75,SM0,surprised,Moja teściowa czasem przyjeżdża do nas w weekend.
3386,76,SM0,surprised,Woda jest podstawowym składnikiem życia na Ziemi.
3387,77,SM0,surprised,Marzec kojarzy się z wiosennnymi promieniami słońca.
3388,78,SM0,surprised,Moim ulubionym sosem do pizzy jest sos czosnkowy.
3389,79,SM0,surprised,Mleko jest źródłem wapnia i innych składników odżywczych.
3390,8,SM0,surprised,Moja ciocia jest bardzo pomocna.
3391,80,SM0,surprised,Do dzisiejszego obiadu potrzebuje małego gęczka.
3392,81,SM0,surprised,W lipcu wyjeżdżam z godziną na wakacje nad morze.
3393,82,SM0,surprised,Czegwiec kojarzy się z końcem roku szkolnego.
3394,83,SM0,surprised,Ten zrzebak jest wychowany zgodnie z najlepszymi standardami.
3395,84,SM0,surprised,Kąt świadczenia za udzieloną pożyczkę był bardzo wysoki
3396,85,SM0,surprised,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe."
3397,86,SM0,surprised,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.
3398,87,SM0,surprised,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów
3399,88,SM0,surprised,Jabłko jest bogatym źródłem witamin i składników odżywczych.
3400,89,SM0,surprised,Dopełniacz jest jednym z przypadków gramatycznych w języku polskim.
3401,9,SM0,surprised,Piłka nożna to moja pasja.
3402,90,SM0,surprised,Chorał gregoriański jest wykonywany podczas uroczystych nabożeństw.
3403,1,TP0,anger,Lubię czytać przed snem.
3404,10,TP0,anger,Kupiłem nową szafę do sypialni.
3405,11,TP0,anger,Nie zachowuj się jak żigolak.
3406,12,TP0,anger,Mój też zawsze służy radom.
3407,13,TP0,anger,Interesuje mi historia polski
3408,14,TP0,anger,Ten miesiąc minął bardzo szybko.
3409,15,TP0,anger,sporadycznie chodzę na siłownie.
3410,16,TP0,anger,- Racja - ten pomysł jest najlepszy.
3411,17,TP0,anger,Chcę przeczytać ten artykuł jeszcze raz.
3412,18,TP0,anger,Kwiecień to czwarty miesiąc w roku.
3413,19,TP0,anger,W wolnym czasie lubię czytać książki.
3414,2,TP0,anger,Nie waszmy się ze sobą.
3415,20,TP0,anger,Zima to czas jeżdżenia na sankach.
3416,21,TP0,anger,Egipcjanie uważali Ibisy za święte.
3417,22,TP0,anger,"Piesek szedł do rzeki, żeby popływać."
3418,23,TP0,anger,Woda w basenie jest bardzo ciepła.
3419,24,TP0,anger,Miasto tętni życiem nawet w nocy.
3420,25,TP0,anger,Gorzka czekolada idealna na deser.
3421,26,TP0,anger,Ten gen potrafi spełniać życie cienia.
3422,27,TP0,anger,W niedzielę szkoła jest zamknięta.
3423,28,TP0,anger,Podczas medytacji można wejść w trans.
3424,29,TP0,anger,W październiku zaczyna się jesień.
3425,3,TP0,anger,Chodźmy w tango!
3426,30,TP0,anger,Każdy taniec ma swój własny rytm.
3427,31,TP0,anger,Do karmicy koty wychodząc z domu.
3428,32,TP0,anger,"Pamiętaj, że nadzieja umiera ostatnia."
3429,33,TP0,anger,Po operacji nie ma żadnych blizn.
3430,34,TP0,anger,Pan Janek jest naszym nowym sąsiadem.
3431,35,TP0,anger,Aby upić ciasto muszę kupić mączkę.
3432,36,TP0,anger,Ten pomysł trąci brakiem realizmu.
3433,37,TP0,anger,Laksujące piaski poprawiają nastrój.
3434,38,TP0,anger,Rucmoka to serial telewizyjny.
3435,39,TP0,anger,Siwa oznacza żałobę po zmarłym.
3436,4,TP0,anger,Dzieci muszą dużo jeść.
3437,40,TP0,anger,W dzieciństwie uwielbiałem klejdy.
3438,41,TP0,anger,W parku rośnie ogromne drzewo.
3439,42,TP0,anger,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie."
3440,43,TP0,anger,Nianio odegra w moim życiu ważną rolę.
3441,44,TP0,anger,"Tesnota to uczucie, które każdy z nas zna."
3442,45,TP0,anger,Postanowiłem wynająć samochód na wakacje.
3443,46,TP0,anger,Żowica to dawne określenie na siostrę męża.
3444,47,TP0,anger,Król był bardzo sprawiedliwym człowiekiem.
3445,48,TP0,anger,Moja dziewczyna świętuje urodziny w sobotę.
3446,49,TP0,anger,"Niektórzy powiedzą, że to pachwa z kartonu."
3447,5,TP0,anger,Przestań go jeudić!
3448,50,TP0,anger,W muzeum można zobaczyć skelet dinozaura.
3449,51,TP0,anger,Strzelec to znak Zodiaku następujący po skorpionie.
3450,52,TP0,anger,Na złamaną kończynę często zakłada się Gibbs.
3451,53,TP0,anger,"Kitel to strój, któryż noszą lekarze."
3452,54,TP0,anger,W grudniu często pada śnieg.
3453,55,TP0,anger,Chodzę do szkoły prawie codziennie.
3454,56,TP0,anger,"Moje dziecko, musisz mówić kilka słów."
3455,57,TP0,anger,"Jedz inaczej, aby polepszyć swoje zdrowie."
3456,58,TP0,anger,Otrzymałem piękną pocztówkę z widokiem na góry.
3457,59,TP0,anger,Kupiłem nowy słownik języka hiszpańskiego.
3458,6,TP0,anger,"Dziunio, nie jesteś moim szefem."
3459,60,TP0,anger,Podczas wakacji udało mi się zobaczyć delfiny.
3460,61,TP0,anger,Zupa pomidrowa to moje ulubione danie.
3461,62,TP0,anger,Twoje słowo ma dla mnie wielkie znaczenie.
3462,63,TP0,anger,Moja wizja na przyszłość jest jasna i wyraźna.
3463,64,TP0,anger,Ucho wykrywać dźwięki o różnej częstotliwości.
3464,65,TP0,anger,Podczas remontu odkryliśmy staro dawny mur.
3465,66,TP0,anger,Rdzeń jest jednym z pierwiastków chemicznych.
3466,67,TP0,anger,Miłość jest jednym z najpiękniejszych uczuć.
3467,68,TP0,anger,Zamek w Walborku jest jednym z najpiękniejszych w Polsce.
3468,69,TP0,anger,Przez most na rzece można szybko dotrzeć do miasta.
3469,7,TP0,anger,Życie jest pełne niespodzianek.
3470,70,TP0,anger,Człowiek zaczyna umierać już w momencie narodzin.
3471,71,TP0,anger,Baza wojskowa jest strategicznym punktem dla armii.
3472,72,TP0,anger,Bastion był kiedyś ważnym elementem obrony miasta.
3473,73,TP0,anger,Zawsze stawiam przed rzeczownikami właściwy rodzajnik.
3474,74,TP0,anger,Ta liczba wydaje się być błędna. Sprawdźcie raz.
3475,75,TP0,anger,Mój ateściowa czasem przyjeżdża do nas w weekend.
3476,76,TP0,anger,Woda jest podstawowym składnikiem życia na Ziemi.
3477,77,TP0,anger,Marzec kojarzy się z wiosennymi promieniami słońca.
3478,78,TP0,anger,Mojim ulubionym z osiem do pizzy jest sos cząstkowy.
3479,79,TP0,anger,Mleko jest źródłem wapnia i innych składników odżywczych.
3480,8,TP0,anger,Moja cześć jest bardzo pomocna!
3481,80,TP0,anger,Do dzisiejszego obiadu potrzebujemy mojego garnka.
3482,81,TP0,anger,W lipcu jeżdżę z rodziną na wakacje nad morze.
3483,82,TP0,anger,Czerwiec kojarzy się z końcem roku szkolnego.
3484,83,TP0,anger,Ten ziobak jest wychowany zgodnie z najlepszymi standardami.
3485,84,TP0,anger,Kontoświadczenie za udzieloną pożyczkę było bardzo wysokie.
3486,85,TP0,anger,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe."
3487,86,TP0,anger,"Myślmy pozytywnie, skupmy się na dobrych rzeczach w naszym życiu."
3488,87,TP0,anger,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.
3489,88,TP0,anger,Jabłko jest bogatym źródłem witamin i składników odżywczych.
3490,89,TP0,anger,"Dopieram, że jest jeden z przypadków gramatycznych w języku polskim."
3491,9,TP0,anger,Piłka nożna to moja pasja.
3492,90,TP0,anger,Chorob grygoriański jest wykonywany podczas uroczystych nabożeństw.
3493,1,TP0,fear,Lubię czytać przed snem.
3494,10,TP0,fear,Piję nową szafę do sypialni.
3495,11,TP0,fear,Nie zachowuj się jak żegolak.
3496,12,TP0,fear,Mój test zawsze służy radom.
3497,13,TP0,fear,Interesuje mnie historia Polski.
3498,14,TP0,fear,Ten miesiąc minął bardzo szybko.
3499,15,TP0,fear,Sprawdzić nie chodzę na siłownie.
3500,16,TP0,fear,"- Prawda, ten pomysł jest najlepszy."
3501,17,TP0,fear,Chcę przeczytać ten artykuł jeszcze raz.
3502,18,TP0,fear,Kwiecień to czwarty miesiąc w roku.
3503,19,TP0,fear,W wolnym czasie lubię czytać książki.
3504,2,TP0,fear,Nie waźmy się ze sobą.
3505,20,TP0,fear,Zima to czas jazdy na sankach.
3506,21,TP0,fear,Egipcjanie uważali Ibizy za święte.
3507,22,TP0,fear,"Piesek wszedł do rzeki, żeby popływać."
3508,23,TP0,fear,Woda w basenie jest bardzo ciepła.
3509,24,TP0,fear,"Miasto tętni życiem, nawet w nocy."
3510,25,TP0,fear,Koszka czekolada jest idealna na deser.
3511,26,TP0,fear,Ten gen potrafi spełniać życzenia.
3512,27,TP0,fear,W niedzielę szkoła jest zamknięta.
3513,28,TP0,fear,Podczas medytacji można wejść w tranz.
3514,29,TP0,fear,W październiku zaczyna się jesień.
3515,3,TP0,fear,Chodźmy w tango.
3516,30,TP0,fear,Każdy taniec ma swój własny rytm.
3517,31,TP0,fear,Dokarm cię kołoty wychodząc z domu.
3518,32,TP0,fear,"Pamiętaj, że nadzieja umiera ostatnia."
3519,33,TP0,fear,Po operacji nie mam żadnych blizn.
3520,34,TP0,fear,Pan Janek jest naszym nowym sąsiadem!
3521,35,TP0,fear,Aby upić ciasto muszę kupić mączkę.
3522,36,TP0,fear,Ten pomysł rąci brakiem realizmu.
3523,37,TP0,fear,Relaksujące piosenki poprawiają nastrój.
3524,38,TP0,fear,Rut Smoka to serial telewizyjny.
3525,39,TP0,fear,Siwa oznacza żałoby po zmarłym.
3526,4,TP0,fear,Dzieci muszą dużo jeść.
3527,40,TP0,fear,W dzieciństwie uwielbiałem klekdy.
3528,41,TP0,fear,W parku rośnie ogromne drzewo.
3529,42,TP0,fear,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie."
3530,43,TP0,fear,Niena odegrała w moim życiu ważną rolę.
3531,44,TP0,fear,"Tęsknota to uczucie, które każdy z nas zna."
3532,45,TP0,fear,Postanowiłem wynająć samochód na wakacje.
3533,46,TP0,fear,Żółwica to dawne określenie na siostra męża.
3534,47,TP0,fear,Król był bardzo sprawiedliwym człowiekiem.
3535,48,TP0,fear,Moja dziewczyna świętuje urodziny w sobotę.
3536,49,TP0,fear,"Niektórzy powiedzą, że to państwo z kartonu."
3537,5,TP0,fear,Przestań go jeździć!
3538,50,TP0,fear,W muzeum można zobaczyć szkielet dinozaura.
3539,51,TP0,fear,Strzelec to znak Zodiaku następujący po skorpionie.
3540,52,TP0,fear,Nazwą mama kończyna często zakłada się Gips.
3541,53,TP0,fear,"Hitel to strój, który noszą lekarze."
3542,54,TP0,fear,W grudniu często pada śnieg.
3543,55,TP0,fear,Chodzę do szkoły prawie codziennie.
3544,56,TP0,fear,Moje dziecko umie już mówić kilka słów.
3545,57,TP0,fear,"Jedz inaczej, aby polepszyć swoje zdrowie."
3546,58,TP0,fear,Otrzymałem piękną pocztówkę z widokiem na górę.
3547,59,TP0,fear,Kupiłem nowy słownik w języku hiszpańskim.
3548,6,TP0,fear,"Czulian, jesteś moim szefem."
3549,60,TP0,fear,Podczas wakacji udało mi się zobaczyć delfiny.
3550,61,TP0,fear,Zupa pomidorowa to moje ulubione danie.
3551,62,TP0,fear,Twoje słowa mają dla mnie wielkie znaczenie.
3552,63,TP0,fear,Moja wizja na przyszłość jest jasna i wyraźna
3553,64,TP0,fear,Ucho wykrywać dźwięki o różnej częstotliwości.
3554,65,TP0,fear,Podczas remontu odkryliśmy staro-dawny mur.
3555,66,TP0,fear,Rtęć jest jednym z pierwiastków chemicznych.
3556,67,TP0,fear,Miłość jest jednym z najpiękniejszych uczuć.
3557,68,TP0,fear,Zamek Walburku jest jednym z najpiękniejszych w Polsce
3558,69,TP0,fear,Przez most na życie można szybko dotrzeć do miasta.
3559,7,TP0,fear,Życie jest pełne niespodzianek.
3560,70,TP0,fear,Człowiek zaczyna umierać już w momencie narodzin.
3561,71,TP0,fear,Baza wojskowa jest strategicznym punktem dla armii
3562,72,TP0,fear,Pasją był kiedyś ważnym elementem obrony miasta.
3563,73,TP0,fear,Zawsze stawiam przed rzeczownikami właściwy rodzajnik.
3564,74,TP0,fear,"Ta liczba wydaje się być błędna, sprawdźcie jeszcze raz."
3565,75,TP0,fear,"Moja testia, owczem, przyszedł do nas weekend."
3566,76,TP0,fear,Woda jest podstawowym składnikiem życia na Ziemi
3567,77,TP0,fear,Marzecku jeździ się z wiosennymi promieniami słońca.
3568,78,TP0,fear,Moim ulubionym sosem do pizzy jest sos czosnkowy.
3569,79,TP0,fear,Mleko jest źródłem wapnia i innych składników odżywczych.
3570,8,TP0,fear,Moja ciocia jest bardzo pomocna.
3571,80,TP0,fear,Do dzisiejszego obiadu potrzebuję mojego garniczka.
3572,81,TP0,fear,W lipcu wyjeżdżam z rodziną na wakacje nad morze.
3573,82,TP0,fear,Czerwiec kojarzy się z zakończeniem roku szkolnego.
3574,83,TP0,fear,Ten zierobak jest wychowany zgodnie z najlepszymi standardami.
3575,84,TP0,fear,Kontrświadczenie za udzieloną pocztkę było bardzo wysokie.
3576,85,TP0,fear,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe."
3577,86,TP0,fear,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.
3578,87,TP0,fear,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.
3579,88,TP0,fear,Japonka jest bogatym źródłem witamin i składników odżywczych.
3580,89,TP0,fear,Dopiełniać jest jeden z przypadków gramatycznych w języku polskim
3581,9,TP0,fear,Piłka nożna to moja pasja.
3582,90,TP0,fear,Chorał gregorianijski jest wykonywany podczas uroczystych nabożeństw.
3583,1,TP0,happiness,Lubię czytać przed snem.
3584,10,TP0,happiness,Kupiłem nowe szafy do sypialni.
3585,11,TP0,happiness,Nie zachowuj się jak grzygolak.
3586,12,TP0,happiness,Mój tetys zawsze służy radą.
3587,13,TP0,happiness,Interesuje mi historia Polski.
3588,14,TP0,happiness,Ten miesiąc minął bardzo szybko.
3589,15,TP0,happiness,- Spradycznie chodzę na siłowni.
3590,16,TP0,happiness,"Racja, ten pomysł jest najlepszy."
3591,17,TP0,happiness,Chcę przeczytać ten artykuł jeszcze raz.
3592,18,TP0,happiness,Kwiecień to czwarty miesiąc w roku.
3593,19,TP0,happiness,W wolnym czasie lubię czytać książki.
3594,2,TP0,happiness,Nie waźmy się ze sobą.
3595,20,TP0,happiness,Zima to czas jeżdżenia na Sankach.
3596,21,TP0,happiness,Egipcjanie uważali Ibisy za święte.
3597,22,TP0,happiness,"Piesek wszedł do rzeki, żeby popływać."
3598,23,TP0,happiness,Woda w basenie jest bardzo ciepła.
3599,24,TP0,happiness,"Miasto tętni życiem, nawet w nocy."
3600,25,TP0,happiness,Gorzka czekolada jest idealna na desery.
3601,26,TP0,happiness,Ten gen potrafi spełniać życzenia.
3602,27,TP0,happiness,Niedzielę szkoła jest zamknięta.
3603,28,TP0,happiness,Podczas medytacji można wejść w trance.
3604,29,TP0,happiness,W październiku zaczyna się jesień.
3605,3,TP0,happiness,Chodźmy w tango.
3606,30,TP0,happiness,Każdy taniec ma swój własny rytm.
3607,31,TP0,happiness,Dokaram cię koty wychodząc z domu.
3608,32,TP0,happiness,"Pamiętaj, że nadzieja umiera ostatnia."
3609,33,TP0,happiness,Po operacji nie mam żadnych blizn.
3610,34,TP0,happiness,Pan Janek jest naszym nowym sąsiadem
3611,35,TP0,happiness,Aby upiec ciasto muszę kupić mączkę.
3612,36,TP0,happiness,Ten pomysł trąci brakiem realizmu.
3613,37,TP0,happiness,Relaksujące piosenki poprawiają nastrój.
3614,38,TP0,happiness,Rut Smakata serial telewizyjny.
3615,39,TP0,happiness,Sziva oznacza żałobę po zmarłym.
3616,4,TP0,happiness,Dzieci muszą duże jeść.
3617,40,TP0,happiness,W dzieciństwie uwielbiałem klekdy.
3618,41,TP0,happiness,W parku rośnie ogromne drzewo.
3619,42,TP0,happiness,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie."
3620,43,TP0,happiness,Njania odegrała w moim życiu ważną rolę.
3621,44,TP0,happiness,"Tęsknota to uczucie, które każdy z nas zna."
3622,45,TP0,happiness,Postanowiłem wynająć samochód na wakacje.
3623,46,TP0,happiness,Żółwica to dawne określenie na siostrę męża.
3624,47,TP0,happiness,Król był bardzo sprawiedliwym człowiekiem.
3625,48,TP0,happiness,Moja dziewczyna świętuje urodziny w sobotę.
3626,49,TP0,happiness,"Niektórzy powiedzą, że to państwo z kartonu."
3627,5,TP0,happiness,Przestań go jeździć!
3628,50,TP0,happiness,W muzeum można zobaczyć skelet dinozaura.
3629,51,TP0,happiness,Strzelec to znak zodiaku następujący po skorpionie.
3630,52,TP0,happiness,Na złamaną kończynę często zakłada się gips.
3631,53,TP0,happiness,"Kittel to strój, który noszą lekarze."
3632,54,TP0,happiness,W grudniu często pada śnieg.
3633,55,TP0,happiness,Chodzę do szkoły prawie codziennie.
3634,56,TP0,happiness,Moje dziecko umie już mówić kilka słów.
3635,57,TP0,happiness,"Jęć inaczej, aby polepszyć swoje zdrowie."
3636,58,TP0,happiness,Otrzymałem piękną pocztówkę z widokiem na góry.
3637,59,TP0,happiness,Kupiłem nowy słownik w języku hiszpańskim.
3638,6,TP0,happiness,"Dziunia, nie jesteś moim szefem."
3639,60,TP0,happiness,Podczas wakacji udało mi się zobaczyć delfiny.
3640,61,TP0,happiness,Zupa pomidorowa - to moje ulubione danie.
3641,62,TP0,happiness,Twoje słowa ma dla mnie wielkie znaczenie.
3642,63,TP0,happiness,Moja wizja na przyszłość jest jasna i wyraźna.
3643,64,TP0,happiness,Ucho wykrywać dźwięki o różnej częstotliwości.
3644,65,TP0,happiness,Podczas remontu odkryliśmy staro-dawny mur.
3645,66,TP0,happiness,Rętyn jest jednym z pierwiastków chemicznych.
3646,67,TP0,happiness,Miłość jest jednym z najpiękniejszych uczuć.
3647,68,TP0,happiness,Zamek w Młorku jest jednym z najpiękniejszych w Polsce.
3648,69,TP0,happiness,Przez most na rzece można szybko dotrzeć do miasta.
3649,7,TP0,happiness,Życie jest pełne niespodzianek.
3650,70,TP0,happiness,Człowiek zaczyna umierać już w momencie narodzin.
3651,71,TP0,happiness,Paza wojskowa jest strategicznym punktem dla armii.
3652,72,TP0,happiness,Basjon był kiedyś ważnym elementem obrony miasta.
3653,73,TP0,happiness,Zawsze stawiam przed rzeczownikami właściwy rodzajnik.
3654,74,TP0,happiness,Ta liczba wydaje się być błędna. Sprawdź jeszcze raz.
3655,75,TP0,happiness,Moja testiowa czasem przyjeżdża do nas w weekend.
3656,76,TP0,happiness,Woda jest podstawowym składnikiem życia na Ziemi.
3657,77,TP0,happiness,Marzec kojarzy się z wiosennnymi promieniami słońca.
3658,78,TP0,happiness,Moim ulubionym sosem do pizzy jest sos cząstkowy.
3659,79,TP0,happiness,Mleko jest źródłem wapnia i innych składników odżywczych.
3660,8,TP0,happiness,Moja ciocia jest bardzo pomocna.
3661,80,TP0,happiness,Do dzisiejszego obiadu potrzebuję małego garnczka.
3662,81,TP0,happiness,W lipcu wyjeżdżam z rodziną na wakacje nad morze.
3663,82,TP0,happiness,Czerwiec kojarzy się z zakończeniem roku szkolnego.
3664,83,TP0,happiness,Ten żywak jest wychowany zgodnie z najlepszymi standardami
3665,84,TP0,happiness,Kontrświadczenie za udzieloną pożyczkę było bardzo wysokie
3666,85,TP0,happiness,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe."
3667,86,TP0,happiness,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.
3668,87,TP0,happiness,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.
3669,88,TP0,happiness,Jabuko jest bogatym źródłem witamin i składników odżywczych.
3670,89,TP0,happiness,Dopelniaż jest jeden z przypadków gramatycznych w języku polskim.
3671,9,TP0,happiness,Tylko nożna ta moja pasja.
3672,90,TP0,happiness,Choroba gregoriańska jest wykonywana podczas uroczystych nabożeństw.
3673,1,TP0,neutral,Lubię czytać przed snem.
3674,10,TP0,neutral,Kupiłem nową szafę do sypialni.
3675,11,TP0,neutral,Nie zachowuj się jak żigolak.
3676,12,TP0,neutral,Mój taj zawsze służy radom.
3677,13,TP0,neutral,Interesuje mi historia Polski.
3678,14,TP0,neutral,Ten miesiąc minął bardzo szybko.
3679,15,TP0,neutral,sporadycznie chodzę na siłownię.
3680,16,TP0,neutral,Racja: ten pomysł jest najlepszy.
3681,17,TP0,neutral,Chcę przeczytać ten artykuł jeszcze raz.
3682,18,TP0,neutral,Kwiecień to czwarty miesiąc w roku.
3683,19,TP0,neutral,W wolnym czasie lubię czytać książki.
3684,2,TP0,neutral,Nie waśnijmy się ze sobą.
3685,20,TP0,neutral,Zima to czas jeżdżenia na sankach.
3686,21,TP0,neutral,Egipcjanie uważali Ibisy za święte.
3687,22,TP0,neutral,"Piesek wszedł do rzeki, żeby popływać."
3688,23,TP0,neutral,Woda w basenie jest bardzo ciepła.
3689,24,TP0,neutral,Miasto tętni życiem nawet w nocy.
3690,25,TP0,neutral,Gorzka czekolada jest idealna na deser.
3691,26,TP0,neutral,Ten gen potrafi spełniać życzenia.
3692,27,TP0,neutral,W niedzielę szkoła jest zamknięta.
3693,28,TP0,neutral,Podczas medytacji można wejść w trans.
3694,29,TP0,neutral,W październiku zaczyna się jesień.
3695,3,TP0,neutral,Chodźmy w tango.
